角色代号,中文角色名,语音文件名/句ID,台词文本
gen,gen,gen302_011,もちろんだ。仕事の都合をつけるとしよう
gen,gen,gen302_012,――なっ？！それは真か？
gen,gen,gen302_013,く、それはムラサメ様もご無体なことを……
gen,gen,gen302_014,ムラサメ様も、お人が悪い……
gen,gen,gen302_015,よし、そろそろ稽古に入るとしよう
gen,gen,gen302_016,身体は温まっているか？
gen,gen,gen302_017,では、公民館に移動した後、素振り１００本だ
gen,gen,gen302_018,一本ずつ気合いを入れて、振るのだぞ
gen,gen,gen302_019,声はもっと腹から出さぬか！
gen,gen,gen303_001,将臣、ちゃんと働いておるか？役に立っておるか？
gen,gen,gen303_002,安晴様、お言葉に甘えてやってきました
gen,gen,gen303_003,……廉太郎、将臣、宴の前にワシと軽く稽古するか？
gen,gen,gen303_004,雑念を払ってやろう
gen,gen,gen303_005,いかにも
gen,gen,gen303_006,……何て雑な挨拶だ……
gen,gen,gen303_007,それに良いのか？ムラサメ様に馴れ馴れしすぎぬか……？
gen,gen,gen303_008,これは恐縮です。安晴様もどうぞ
gen,gen,gen303_009,将臣、お前も少しは呑め
gen,gen,gen304_001,今日も時間通りだな
gen,gen,gen304_002,ところで、今日はムラサメ様はいらしておるのか？
gen,gen,gen304_003,そうか、ではいつも通り公民館に移動して、まずは素振りだ
gen,gen,gen304_004,始めっ
gen,gen,gen304_005,ふむ、いいだろう
gen,gen,gen304_006,今日はここまで
gen,gen,gen304_007,では、帰るとするか
gen,gen,gen304_008,将臣は気にせずとも良い
gen,gen,gen304_009,風邪を引かぬうちに、早く帰って汗を流せ
gen,gen,gen305_001,むっ
gen,gen,gen305_002,ムラサメ様、いらっしゃったのですか
gen,gen,gen305_003,いつも気づかずに、申しわけありません
gen,gen,gen305_004,何だ？
gen,gen,gen305_005,……その目は、稽古が嫌になったなどという軟弱な理由ではなさそうだな
gen,gen,gen305_006,訳を話してみよ
gen,gen,gen305_008,……お前の考えはわかった
gen,gen,gen305_009,安晴様の手伝いもあるし、放課後しか町おこしの準備をする時間はないだろう
gen,gen,gen305_010,お前の好きなように、するがいい
gen,gen,gen305_011,ふっ、お前も成長したものだな……
gen,gen,gen305_012,何でもない。くれぐれもムラサメ様の足手まといにはなるでないぞ
gen,gen,gen305_013,ムラサメ様、孫をどうかよろしくお願い致します
gen,gen,gen305_014,そうか……
gen,gen,gen305_015,困ったことがあったら、何でもワシに相談しろ
gen,gen,gen305_016,では、ワシは仕事に戻る。失礼します、ムラサメ様
gen,gen,gen306_001,む？どうしたのだ、皆でそろって
gen,gen,gen306_002,巫女姫様や、常陸さんまで
gen,gen,gen306_003,ああ、だいたいの話は安晴様から聞いておる
gen,gen,gen306_004,とにかく、ここで立ち話では落ち着かん。客間に行こう
gen,gen,gen306_005,あ、すまんが、女将も同席してくれぬか
gen,gen,gen306_006,その方が良いのであろう？将臣
gen,gen,gen306_007,だいたいはな
gen,gen,gen306_008,ふむ、やはりそうか
gen,gen,gen306_009,それはリヒテナウアーさん自身の意思でもあるのかな？
gen,gen,gen306_011,ははははは！
gen,gen,gen306_012,リヒテナウアーさんの考えは、実にしっかりしておる
gen,gen,gen306_013,それに巫女姫様に、そこまで頼まれては嫌とは言えますまい
gen,gen,gen306_014,女将、ワシからも頼む。何とかリヒテナウアーさんの空き時間を作ってくれ
gen,gen,gen306_015,将臣、しばらくはこの客間を好きに使うがいい
gen,gen,gen306_016,話し合いの場が必要だろう？
gen,gen,gen306_017,お茶くらいならば、出してやる
gen,gen,gen306_018,な、何？！ムラサメ様もいらしたのか？
gen,gen,gen306_019,それを先に言わんか！馬鹿者！
gen,gen,gen309_001,ム、ムラサメ様っ！
gen,gen,gen309_002,はいっ！御身体はもう大丈夫だと聞き、飛んで参りました……！
gen,gen,gen309_003,鞍馬玄十郎でございます！お目にかかれて光栄です！
gen,gen,gen309_004,もっ、もったいないお言葉……！
gen,gen,gen311_001,ふむ、話はすでにあらかた聞いておる
gen,gen,gen311_002,午前中に、臨時の町内会議があってな、そこで安晴様から話があった
gen,gen,gen311_003,是非、その案でいこうと決まりました、巫女姫様
gen,gen,gen311_004,御神刀イベントの復活祭を、近日中にやりたいと
gen,gen,gen311_005,はい、ワシもあまりに早急なのはどうかと思ったのですが……
gen,gen,gen311_006,町の財政難を一刻も早く解決したいという、住民の意向もよくわかります
gen,gen,gen311_007,急なことになって申し訳ありませんが、何卒ご容赦ください
gen,gen,gen311_008,将臣
gen,gen,gen311_009,ムラサメ様の宿らない叢雨丸は、ただの一振りの刀にすぎん
gen,gen,gen311_010,それを奉納の儀の際に、岩に深く突き刺さねばならん
gen,gen,gen311_011,機会はおそらく一度きり。失敗したら、叢雨丸が折れると思え
gen,gen,gen311_012,ムラサメ様が人にお戻りできるか
gen,gen,gen311_013,穂織の地が再び活気を取り戻すか
gen,gen,gen311_014,全て、お前の双肩にかかっていると心得よ！
gen,gen,gen311_015,……覚悟はできているようだな
gen,gen,gen311_016,ムラサメ様、もちろんです
gen,gen,gen311_017,この鞍馬玄十郎、命に代えても……！
gen,gen,gen311_018,もし失敗したら、腹を切る覚悟でやりましょう
gen,gen,gen311_019,馬鹿者！それぐらいの気概がなくて、やりとげられることではないっ！
gen,gen,gen311_020,５００年の永きに渡る伝承に、お前が終止符を打つのだぞ？
gen,gen,gen311_021,何としてもムラサメ様を、お救いするのだ
gen,gen,gen311_022,将臣、お前も命がけでやれ！
gen,gen,gen311_023,では、早速、将臣は今日から特訓に入る
gen,gen,gen311_024,すぐに御神刀を取って来い。真剣でやるぞ
gen,gen,gen311_025,では、ワシも将臣との稽古にしばらく専念します
gen,gen,gen311_026,この部屋は今まで通り、自由に使ってください。何かあったら女将に
gen,gen,gen311_027,わかりました。それから、廉太郎
gen,gen,gen311_028,信じておるからな、頼んだぞ
gen,gen,gen311_029,では失礼する
gen,gen,gen311_030,来たか……
gen,gen,gen311_031,将臣、本来ならまず落ちてしまった体力を取り戻すための基礎トレーニングを行うところだが
gen,gen,gen311_032,お前も知っての通り、時間がない
gen,gen,gen311_033,ただ、お前の太刀筋を鋭く、強いモノにすることのみに集中する
gen,gen,gen311_034,お前はこれから岩をも貫くほどの太刀筋を、身体に刻み付けるのだ！
gen,gen,gen311_035,体力不足は気力で補え。それしかあるまい
gen,gen,gen311_036,良いか？
gen,gen,gen311_037,では、場所は――
gen,gen,gen311_038,ムラサメ様、今回の奉納の儀は、将臣が一人で成し遂げなければなりません
gen,gen,gen311_039,巫女姫様達と、町おこしの準備の方に力を注がれた方がよろしいのではありませんか？
gen,gen,gen311_040,将臣、みなまで言わなくてもよい
gen,gen,gen311_041,ムラサメ様、わかりました
gen,gen,gen311_042,ただし、稽古の間はたとえムラサメ様であろうと、一切口出しはしないでください
gen,gen,gen311_043,それでも、よろしいですか？
gen,gen,gen311_044,ならば、結構です
gen,gen,gen311_045,最後まで、ご自身の責任を果たしてください
gen,gen,gen311_046,山へ行くぞ、将臣
gen,gen,gen311_047,町中で、真剣は振り回せんからな
gen,gen,gen311_048,この辺りまでくれば、よいか……
gen,gen,gen311_049,よし、ここにしよう、将臣
gen,gen,gen311_050,すぐにでも始める。ムラサメ様は下がっていてください
gen,gen,gen311_051,御神刀を抜け、将臣
gen,gen,gen311_052,ほう、さまにはなっているな
gen,gen,gen311_053,そうであったな、だが、油断は禁物だ
gen,gen,gen311_054,それは真剣だ。扱いを誤れば、大怪我では済まぬかもしれん
gen,gen,gen311_055,細心の注意を常に怠るな
gen,gen,gen311_056,では、まずは百回、斬ってみよ
gen,gen,gen311_057,始めっ！
gen,gen,gen311_058,腕だけで刀を扱うな！
gen,gen,gen311_059,ただ振るのではない！斬ることをイメージしろ！
gen,gen,gen311_060,疲れたか？
gen,gen,gen311_062,いったん、休め、将臣
gen,gen,gen311_063,ダメだ。思った以上にお前の基礎体力は低下しているようだ
gen,gen,gen311_064,怪我をしては元も子もない。命令だ、休め
gen,gen,gen311_065,将臣、そろそろ再開するぞ
gen,gen,gen312_001,ふむ、来たか
gen,gen,gen312_002,身体はすでに温まっておるようだな
gen,gen,gen312_003,ひどい筋肉痛だと、ムラサメ様から聞いておるが、そっちはどうだ？
gen,gen,gen312_004,そうか。なら、今日からは本気でいくぞ
gen,gen,gen312_005,今日は午前中に、ワシも御神刀をムラサメ様からお借りして勘を取り戻した
gen,gen,gen312_006,昨日よりも、実践的な指示が出せよう
gen,gen,gen312_007,まずは昨日と同じく、百回、御神刀で斬ってみよ
gen,gen,gen312_008,祟り神を斬るつもりで、気を抜かずな
gen,gen,gen312_009,はじめっ！
gen,gen,gen312_010,よし、いったん、やめっ！
gen,gen,gen312_011,御神刀を鞘に納めよ、休憩だ
gen,gen,gen312_012,ワシは自分で用意しておる。気にするでない
gen,gen,gen312_013,無粋なことはせん、ワシは少し向こうで休んでおる
gen,gen,gen312_014,ムラサメ様、孫を頼みましたぞ
gen,gen,gen312_015,うおっほん！おほん！
gen,gen,gen312_016,いや、ワシと将臣の稽古の途中のはずですぞ、ムラサメ様
