=== 蕾娜 (len) 剧情配音文本 ===
共计 2466 句台词

[len006_002] きゃああああぁぁぁぁっ！？
[len102_011] わたしは仕事がありますので、これにて失礼。また明日学院で。それでは。
[len104_001] 今の気持ちを教えていただけますか？まずは、ヨシノから
[len104_002] おー、なるほど。言葉もないぐらい嬉しいという事なのですね！すばらしい！
[len104_003] ではマサオミは如何でありますか？
[len104_004] お、大人な関係っ！？それは、つ、つまり……ぷしゅぅぅぅぅ。。。……破廉恥でござりましゅるっ
[len104_008] ……ドキドキ……ドキドキ……
[len104_009] ひゃぁ！？見つかってしまいました！
[len104_010] どうしてと言われましても……ここは、学院の廊下でありますよ？
[len104_011] 本当にお２人の監視をしていたわけではありません。ただの偶然でありますので
[len104_012] それぐらいは気にしていません。さっ、わたしたちのことは気にせず、どうぞき、き、キスの続きを
[len105_001] ため息を吐いたりして、なにかあったのでありますか？
[len105_002] わお！デート！？
[len105_003] 大変申し訳ないでした。つい……
[len105_004] で？悩み事はそのデートでありますか？
[len105_005] 確かに新しい服でしたら、そう不思議ではありませんが……大丈夫ですか？
[len105_006] 着なれない服ですと、何か失敗したりしませんか？
[len105_007] おろし立ての下着、それは……それはよもや……ぷっ、ぷひゅぅぅぅ。。。……！
[len105_008] わたしもお力になりたいのはやまやまなのですが、こういう事には慣れていませんので
[len105_009] 人それぞれでありますよ。確かに周りには……その、男女の仲を深め合った友達もいました
[len105_010] ですがわたしは、そういうことが少し苦手でありまして
[len105_011] おぉー！
[len105_012] 問題ありません。ちゃんと連絡を入れて、今日は遅れることを連絡してありますゆえ！
[len105_013] わたしも、その……初デートの心得に興味があるますっ！
[len105_014] おぉー！
[len105_015] そうなのですか？では、さきほどの自信満々な態度は一体……？
[len105_016] できれば、その……？
[len105_017] キキキキス、キス……はわはわっ
[len105_018] 歯がガチガチ……ヨダレベチャベチャ……はぷんっ
[len105_020] キスの免疫……そっ、それはまさかっ、女の子同士で慣れる……百合でありますか！？
[len105_021] 経験者がおりませんので
[len105_022] おー！マンガですか！
[len105_023] 創作物だからこそ、実体験が元になっていたり、理想が詰め込まれているものですよ
[len105_024] 友達の悩みはわたしの悩みでもありますよ。と言っても……全然役に立てておりませんが
[len105_025] ？？？何故わたしはお礼を言われたのでありましょう？
[len105_026] はい、わたしも日本で友達ができて、とても嬉しいですよ
[len105_027] わたしも日本のマンガが読みたいです！
[len107_001] そうでありますか。ゆえにヨシノはまた獣耳を生やしているわけですね
[len107_002] 承知いたしました。知らぬ存ぜぬほっかむりしておきます
[len107_003] でも、呪いは耳だけなのですか？他に何か影響があったりするのでは？
[len107_004] あのモンスターが現れるわけではないのですか
[len107_005] うー……なんだか不思議な話ですね
[len107_006] 願いを叶えたはずなのに、呪いが残ってしまうとは……
[len107_007] 今までは、モンスターを倒す以外に消す方法はなかったのですか？
[len107_008] それは……一時的にも消すことができないぐらい力が強まっているという事でしょうか？
[len107_009] あっ……申し訳ないです。つい……
[len107_010] 何か呪いの力が強まる原因があるはずですね
[len107_011] わかりました。わたしも何か気付くことがあれば、すぐに報告致します
[len107_012] 追いかけてはいけません。きっと２人の邪魔をしてしまいます
[len107_013] そうですよ。２人は恋人、仲良しさんですからね
[len107_014] そういう事でしたら、わたしもお付き合い致しますよ。何かありましたら、いつでもどうぞ
[len107_015] ヨシノ？
[len107_016] ジョシカイ？
[len107_017] そのような文化があるのですか……
[len110_001] マサオミと一緒にお昼を食べて、幸せいっぱいだと思ったのですが
[len110_002] なにか、よくないことがありましたか？
[len110_003] もし、何かお悩みがありましたら、いつでも言って下さいませ
[len110_004] わたしは、本当にヨシノの力になりたいと思っておりますので
[len110_005] タタミ神の時には、わたしは力になれませんでした……
[len110_006] でも今回は、タタミとは関係ありません！であれば、わたしでも……
[len110_007] あわわ！い、いえ、その、タタミのことは気にしないで下さい
[len110_008] とにもかくにもヨシノは日本でできた友達です。わたしは、大切な友達の力になりたいのです！
[len110_009] おっと、チャイムでありますね。席に戻りませんと
[len110_010] はい？
[len110_011] いえ、お気になさらず。仕事も女将に許可をいただいておりますので、心配ご無用
[len110_012] では一体どうしたのでありますか？
[len110_013] 毎朝チュッチュッ……
[len110_014] おおう、ヨシノは大人なのですね、立派な淑女なのですね
