=== mur (mur) 剧情配音文本 ===
共计 3300 句台词

[mur001_001] ふむ。お主が、吾輩のご主人か？
[mur010_051] ご主人、味がしなくなったぞ！　おかわり、おかわり！
[mur010_053] ――ちゅぽん。ぷぁ、はぁ……
[mur010_054] うんまいっ！甘くて美味、なんて素敵な食べ物なのであろうか！
[mur010_055] うむ！こんなことは初めてだ！
[mur010_056] はぁぁ……よもやここまで美味だとは……ご主人、もっともっとぉ。！
[mur010_057] ふふ、気にするな
[mur011_001] うむ。昨日吾輩が見つけた場所から全く動いておらん
[mur011_002] ご主人？
[mur011_003] それは真か？
[mur011_004] ご主人も気配を感じるのか？
[mur011_005] 声？
[mur011_006] いや、吾輩の感覚がご主人にまで影響を及ぼしておるとは考えにくい
[mur011_007] この欠片も駒川の者に預けるのであろう？その際に伝えておいた方がよい
[mur011_008] 同じ欠片ではないぞ。１つだけだが、新しく見つけることができたのだ
[mur011_009] 直接聞くしかあるまい。ここで考えても仕方ないぞ
[mur011_010] ご主人たちの知り合いか？
[mur011_011] おお、そうか。そう言えば異人であったな
[mur011_012] いや、それはおかしい。耳が生えたのは夕方であろう？いくらなんでも早過ぎる
[mur011_014] 妹とは……もしや、吾輩のことか？
[mur011_015] ム……ムラサメ、だ
[mur011_016] う、うむ……ありがとう。れな・りひてにゃうわーも、いい名前だと思うぞ
[mur011_017] りひてなうあー？
[mur011_018] う、うむ………………うん？お主……
[mur011_019] あ、いや、なんでもない
[mur011_020] いや……吾輩にも何が何やら。ただ、あの者からは妙な気配を感じる
[mur011_021] 例の欠片の気配に、どこか似ておる……不思議な気配なのだ
[mur011_022] あっ、ご主人！
[mur011_023] 不用意に中に入るでない、ご主――にゃっぷっ！？
[mur011_024] 山を下りてきたのか……そんな、バカな……
[mur011_025] ここは退くのだ！叢雨丸か神具を取りに戻るしかない
[mur011_026] だが、ここにいても祓えぬであろう！
[mur011_027] 茉子をつれて一旦退くしかない
[mur011_028] 全員目を閉じるのだっ！
[mur011_029] 吾輩に宿る神力を無理矢理散らしたのだ
[mur011_030] すまんが、目くらましが精一杯だ
[mur011_031] ただの物に神力は宿らぬ
[mur011_032] 無理矢理流し込むとしても、せめて吾輩と繋がりがないと！
[mur011_033] いや、それは……
[mur011_034] し、しかしだな――
[mur011_035] ご主人！？
[mur011_036] 聞け！人の肉体に神力を宿すなど負担が大き過ぎる！だから吾輩もこうなっておるのだ！
[mur011_037] ぐっ……だ、だがそれにしたって多少時間が……
[mur011_038] えぇい、痛むからな！覚悟しろ、ご主人！
[mur011_040] んんっ……ぷぁ！
[mur011_041] ご主人！すぐに神力を剥がさねば！
[mur011_042] んんぅぅぅぅぅ……ぷぁっ
[mur011_043] どうしたのだご主人！？身体が痛むのか！？
[mur012_001] ご主人……
[mur012_003] ちゃんと起きたのだな！　ご主人、心配したのだぞ。\\nよかった……よかったぁ
[mur012_004] 心配はいらん、無事だ。茉子も命に別状はない
[mur012_005] 人の心配をしておる場合か、ご主人が一番危なかったのだ
[mur012_006] 身体だけではない。ご主人は、その身に無理矢理神力を宿らせた。その影響は魂にも及ぶのだ
[mur012_007] 医者が問題ないと診断しても……そのまま目覚めぬ可能性もあった
[mur012_008] あれから２日経った。もしこのまま目覚めなかったらと、吾輩は……吾輩は……
[mur012_009] ちゃんと目覚めたのはよいが、身体の調子はどうだ？
[mur012_010] それは神力を宿した影響であろうな
[mur012_011] んん？最後は違うぞ。穢れを祓ったご主人から神力を取り去った直後、そのまま意識を失ったのだ
[mur012_012] そこまではご主人の記憶通りで間違いない
[mur012_013] 茉子はわき腹から背中にかけて、少々痛めたらしいが、命に別状はない
[mur012_014] 駒川の者は部屋の隅に倒れておったらしい。大した怪我ではない、今日も診療所で仕事をしておるよ
[mur012_015] よかったのはご主人の方だ。本当に、無事に目覚めてくれて……
[mur012_016] 二度はせぬからな、あのようなこと。本当に危険なのだ、人の肉体に神力を無理矢理流し込むなど――
[mur012_017] 無理矢理……流し……込む………………
[mur012_018] ととととにかく、アレは今回限りだからな、ご主人
[mur012_019] ご主人の身体に負担のかかることであるし……せ、接吻など、そう気軽に
[mur012_021] な、何故黙るのだぁ、ご主人
[mur012_022] そ、それは……ほれ……近くで正面から向き合うと、はははは恥ずかしいではないか！
[mur012_023] 吾輩、あのようなことをしたのはご主人が初めてだったのだぞ！
[mur012_024] 男が威張るでないっ！吾輩は数百年守ってきたのだ！ご主人のよりも価値があるのだ！びんてーじなのだ！
[mur012_025] あ、いや、別に嫌というわけではないのだ。状況が状況だったからな
[mur012_026] あの時は恥ずかしがっておる場合ではなかった。だが、こうして改めて顔を合わせると……
[mur012_027] 。。。。。。……ッッ！？
[mur012_028] わ、吾輩、芳乃を呼んでくるっ
[mur012_029] 神力はすでに回収しておる。少なくとも、これ以上悪化することはあるまい
[mur012_030] バカな！そのようなこと、前例がないぞ！
[mur012_031] 欠片が一つに、なった……だと……っ！？
[mur012_032] であれば……憑代を手厚く祀りあげ、犬神の魂を慰撫して鎮めることができれば……
[mur012_033] それについてだが……おそらくレナは、欠片と何かしらの関係がある
[mur012_034] 祟り神はレナを狙っておった。そこにも何か理由があったはず。それに吾輩の姿が見えていた
[mur012_035] 廉太郎や小春がいる前で呼びかけられるとよくないのでな。姿を消しておったのだ
[mur012_036] うむ。気配は弱いが欠片の一部で間違いなさそうだ
[mur012_037] そうか、初めて見た時に感じた妙な気配は、この欠片が原因であったか
[mur012_038] 大切な物であろう？そんなに簡単に決めてしまってよいのか？
[mur012_039] ……すまぬな
[mur012_041] 何か条件があるのか？
[mur012_042] お守りとして大事にされておったことで、魂を慰撫しておったのだ
[mur012_043] ゆえに祟り神は発生しなかった
[mur012_044] 子供の頃から欠片を傍に置いておったから、霊的な波に敏感になっておるのだ
[mur012_045] いずれはそうなる可能性もある。だが、手放した直後からということはあるまい
[mur012_046] お、おう……そう言われると、なにやら照れるのう
[mur012_048] ビックリしたぞ、ご主人が慌てておるから駆けつけてみれば、畳の上に倒れておったからな
[mur012_049] 朝武の湯殿には穂織の温泉が引いてある。茉子の怪我にもいいはずだ。しっかり浸かるのだぞ
[mur012_050] 湯に浸かることはできん。だが、穂織の湯は神性を帯びているからな
[mur012_051] 吾輩の身体でも温もりみたいなものは感じられて、心地よいのだ
[mur012_052] 吾輩の姿は……説明が難しいのだが、意識を投影したものでな。思いのままなのだ
[mur012_053] 可能と言えば可能じゃが、服の構造がよくわからぬ物は無理だな
[mur012_054] 他にも……自分を圧倒するような存在がおると、やはり気になるな
[mur012_055] くっ……デカい
[mur012_056] 吾輩からすれば、芳乃や茉子も十分だがのう……くっ……
[mur012_057] いや、何でもない。とにかく時代の流れもあるであろう
[mur012_058] 昔は公衆浴場だったが、今はそれぞれの家についておる方が多いからな
[mur012_059] う、うむ……もし、そのようなことがあれば……よ、よろしく頼む
[mur012_060] いや、その、なんというか……吾輩を認識できる人間は限られておったからな
[mur012_061] このようなざっくばらんな態度には慣れておらんというか……ど、どうしていいものやら……
[mur013_001] ……残念ながら。効率よく見つけられるとよいのだが……しらみつぶしに当たるしかなくてな
[mur013_002] 少しずつでも前進しておるのだ。その役に立てるのなら、吾輩も嬉しいぞ
[mur013_003] そんな真面目な顔で、そんなことを言うではないっ
[mur013_004] お……面はゆいではないか……ほれ！日が沈まぬうちに山を下りるぞ
[mur013_005] ご主人？
[mur013_006] 大丈夫か、芳乃
[mur013_007] とにかく、すぐに下りた方がいい
[mur013_008] ２人とも、欠片を忘れるでないぞ？ちゃんと気配がある
[mur013_009] 芳乃とご主人も、ちゃんと連携が取れるようになってきたしな
