=== yos (yos) 剧情配音文本 ===
共计 3208 句台词

[yos001_001] 初めまして、朝武芳乃です
[yos010_106] 今絶対に何か誤魔化しましたよね？
[yos010_108] あ、顔をそらしました
[yos010_109] ……わかりました
[yos010_110] よろしくお願いします
[yos010_111] あの、さっそく始めたいんですが、これはこのまま入れて大丈夫なんですか？
[yos010_112] ミミズですね、わかりました
[yos010_113] はい。私も楽しかったですよ
[yos010_114] はい。また週明けに
[yos010_115] 今日はありがとうございました、鞍馬君。機会があったら、また遊びましょう
[yos010_116] ただいまー
[yos010_117] このお魚、私が釣ったの。元気いっぱいだったから身も引き締まって美味しいと思う
[yos010_118] ええ、とっても
[yos011_001] あの欠片ですよね！？
[yos011_002] 本当にあったんですか……
[yos011_003] 何かわかったんでしょうか？
[yos011_005] ……はぁ……
[yos011_006] ありがとうございます
[yos011_007] 子供の頃からずっと練習していますから。これぐらいは
[yos011_008] でも、どうしたんです？わざわざ舞の奉納を見るなんて。面白い物でもないでしょう？
[yos011_009] その気持ちはわかります
[yos011_010] さすがに上の空では奉納を失敗してしまうかもしれません
[yos011_011] 大切なお務めを疎かにはできませんよ
[yos011_012] もちろんです。順序正しく舞う儀式なんですから
[yos011_013] 有地さんは、もう用事は済ませたんですか？
[yos011_014] それでは、そろそろ診療所に行きましょうか
[yos011_015] ――あっ
[yos011_017] あっ、やっ、んんっ、あああぁぁっ！
[yos011_019] はい……いつものですから。問題はありません
[yos011_020] まだ往診の途中なのかも
[yos011_021] レナさんはどうしたんですか？
[yos011_022] はい、なんですか？
[yos011_024] ……え？
[yos011_025] ――な、なんでッ！？！？！？
[yos011_026] そんなっ、それじゃあ私は……今まで、他の人に見える状態で歩き回って……？
[yos011_027] こ、これは一体……どういうことでしょう？
[yos011_028] 聞いたことがありません
[yos011_029] 他の人には見えていない……
[yos011_030] ……よかった
[yos011_032] 申し訳ありませんが、お付き合い下さい
[yos011_033] 私がよくお世話になっている、お医者様の診療所です
[yos011_034] ありがとうございます
[yos011_035] 出かけているわけではないようですね
[yos011_036] 観光客も増えましたからね、鍵をかけるのが普通です
[yos011_037] あ、あの……有地さん。なにか、変です
[yos011_038] さっきから耳が……頭の耳が、ピリピリして……
[yos011_039] 近寄っては危険です
[yos011_040] でも祟り神をこのままにしておくわけには
[yos011_041] それはそうですが……
[yos011_042] 茉子！しっかりして、茉子！
[yos011_043] 有地さんっ
[yos011_044] それより！
[yos011_046] ムラサメ様のさっきの力では、祓うことはできないんですか？
[yos011_047] 茉子のクナイならありますが
[yos011_048] わっ、私でも少しぐらいなら――
[yos011_050] ――きゃあっ！？
[yos011_052] 本当に……祓えたんですね……
[yos011_053] 有地さん！しっかりして下さい、有地さん！
[yos012_001] よかった……本当によかったです
[yos012_002] ……え？で、でも私たちは、この目でちゃんと見ましたよ
[yos012_003] それはつまり……祟り神の一部ということですか？
[yos012_004] 呪いが……解ける……？
[yos012_005] レナさんでしたら、お見舞いに来るそうですよ
[yos012_006] メールで連絡がありました。あと、鞍馬君と妹さんもいらっしゃるそうです
[yos012_007] 家事のお手伝い、ですか？
[yos012_008] お客様にそんなことをして頂くわけにはいきません
[yos012_009] それは……
[yos012_010] ダメ。なるべく安静にするように言われてるんだから
[yos012_011] ですが……迷惑をかけるわけにはいきません。今日は私が頑張ります
[yos012_012] 基本ぐらいは知っていますとも
[yos012_014] 背油……？　と、ソース？
[yos012_015] ……確かに、正直に言いますとあまり経験はありません
[yos012_016] でも、こんな時ぐらい……役に立ちたい……
[yos012_017] ダメですよ、有地さん。腕を使わないように言われてるんですから
[yos012_018] 鞍馬さんの言う通りです
[yos012_019] ……わかりました。ありがたく、お言葉に甘えさせていただきます
[yos012_020] ……ッッ
[yos012_021] さ、さあ、その話は置いておいて、夕食の準備を始めましょう
[yos012_022] もしよろしければ、みなさんも一緒に夕食を食べていきませんか？
[yos012_023] そうですね、急にすみません
[yos012_024] はい、もちろんです
[yos012_025] 本当に大丈夫ですか？
[yos012_026] いえ、助けていただいたのはこちらですから
[yos012_027] 志那都荘の温泉の方が、広いんじゃないですか？
[yos012_028] 私の先祖で、お風呂にこだわりを持っている方がいたみたいで
[yos012_029] ムラサメ様も、服を脱げるんですね
[yos012_030] 口ではなく『顔から火が出そう』ではないかと
[yos012_031] そこは……慣れだと思います
[yos012_032] そうね。１人でよく知らない人が沢山いるような温泉だと……躊躇いますね
[yos012_033] 本当……外国の方は凄いですね。何がそんなに違うんでしょう？遺伝子？
[yos012_034] はい？
[yos012_035] すみません、苦手なら苦手と言っていただければ……
[yos012_036] そういえば、欠片を譲っていただいた条件を有地さんから聞きました
[yos012_037] ありがとうございます。欠片を譲っていただいて
[yos012_038] ……本当に、ありがとうございます
[yos012_039] い、いえ。そんな風に言われるほどのことでは……
[yos012_040] それに、いつも頑張ってくれているのは茉子ですから
[yos012_041] どうしたんです、ムラサメ様？
[yos012_042] ま、茉子ぉ、そういう事を言わないでいいからぁ
[yos013_001] どうですか、見つかりましたか？
[yos013_002] 最初はほんの小さな欠片でしたからね
[yos013_003] ムラサメ様、他にはもう見当たりませんか？
[yos013_004] ありがとうございます
[yos013_005] 体調がすぐれませんか？
[yos013_006] んぃっ……ぅぁっ、はっ
[yos013_008] はっ、はぁ……はぁ……
[yos013_009] はい……身体が変な感じになるのは、耳が出る瞬間だけですから
[yos013_010] はいっ！
[yos013_011] やああぁっ！
[yos013_012] はぁ……はぁ……
[yos013_013] 有地さんの方こそ。その腕はまだ完治はしていないんですよね？
[yos013_014] それならいいんですが
[yos013_015] 手元を照らした方がいいですか？
[yos013_016] 茉子は心配しすぎなんですよ……
